ID,STATE,SOURCE,DESTINATION,BUS_NAME,BUS_TYPE,DEPARTING_TIME,ARRIVING_TIME,DURATION,STAR_RATING,PRICE,SEATS_AVAILABLE,BUS_CATEGORY,AC_TYPE,STAR_RANGE
1106,Kerala,Kozhikode,"Kalpetta (kerala)","KSRTC (Kerala) - 759","Super Fast Non AC Seater (2+3)",17:35,19:25,"02h 30m",4,113,50,Government,"NON AC","4 above"
1107,Kerala,Kozhikode,"Kalpetta (kerala)","KSRTC (Kerala) - 2004","Super Fast Non AC Seater (2+3)",18:20,20:30,"02h 30m",4,111,50,Government,"NON AC","4 above"
1108,Kerala,Kozhikode,"Kalpetta (kerala)","KSRTC (Kerala) - 780","Super Fast Non AC Seater (2+3)",19:10,21:10,"02h 30m",4,111,50,Government,"NON AC","4 above"
1109,Kerala,Kozhikode,"Kalpetta (kerala)","KSRTC (Kerala) - 779","Super Fast Non AC Seater (2+3)",21:45,22:55,"02h 30m",4,111,50,Government,"NON AC","4 above"
1110,Kerala,Kozhikode,"Kalpetta (kerala)","KSRTC (Kerala) - 50","Swift Deluxe Non AC Air Bus (2+2)",22:06,23:51,"02h 30m",4,145,39,Government,"NON AC","4 above"
1111,Kerala,Kozhikode,"Kalpetta (kerala)","KSRTC (Kerala) - 549","Super Deluxe Non AC Seater Air Bus (2+2)",22:15,00:50,"02h 30m",4,145,37,Government,"NON AC","4 above"
1112,Kerala,Kozhikode,"Kalpetta (kerala)","KSRTC (Kerala) - 833","Super Fast Non AC Seater (2+3)",22:15,00:30,"02h 30m",4,111,50,Government,"NON AC","4 above"
1113,Kerala,Kozhikode,"Kalpetta (kerala)","KSRTC (Kerala) - 719","Super Fast Non AC Seater (2+3)",23:00,01:00,"02h 30m",4,111,48,Government,"NON AC","4 above"
1114,Kerala,Kozhikode,"Kalpetta (kerala)","KSRTC (Kerala) - 96","Swift Deluxe Non AC Air Bus (2+2)",23:05,00:30,"02h 30m",4,145,40,Government,"NON AC","4 above"
1115,Kerala,Kozhikode,"Kalpetta (kerala)","KSRTC (Kerala) - 757","Super Fast Non AC Seater (2+3)",23:20,01:20,"02h 30m",4,111,50,Government,"NON AC","4 above"
1116,Kerala,Kozhikode,"Kalpetta (kerala)","KSRTC (Kerala) - 170","Swift Deluxe Non AC Air Bus (2+2)",23:50,01:30,"02h 30m",4,145,38,Government,"NON AC","4 above"
1117,Kerala,Kozhikode,"Kalpetta (kerala)","Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)",12:15,14:25,"02h 30m",4.1,500,36,private,AC,"4 above"
1118,Kerala,Kozhikode,"Kalpetta (kerala)","Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)",12:15,15:40,"02h 30m",4.1,500,38,private,AC,"4 above"
1119,Kerala,Kozhikode,"Kalpetta (kerala)","Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)",02:20,04:45,"02h 30m",4,567,46,private,AC,"4 above"
1120,Kerala,Kozhikode,"Kalpetta (kerala)","Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)",02:20,04:45,"02h 30m",4,567,47,private,AC,"4 above"
1121,Kerala,Kozhikode,"Kalpetta (kerala)","Cochin Express","A/C Sleeper (2+1)",02:30,04:45,"02h 30m",4,800,23,private,AC,"4 above"
1122,Kerala,Kozhikode,"Kalpetta (kerala)","Cochin Express","A/C Sleeper (2+1)",02:30,06:14,"02h 30m",4,800,23,private,AC,"4 above"
1123,Kerala,Kozhikode,"Kalpetta (kerala)","LIYAS TOURS","Bharat Benz A/C Sleeper (2+1)",03:40,05:25,"02h 30m",4,1199,25,private,AC,"4 above"
1124,Kerala,Kozhikode,"Kalpetta (kerala)","Sonia Travels","A/C Semi Sleeper (2+2)",02:30,06:10,"02h 30m",3.8,400,39,private,AC,3-4
1125,Kerala,Kozhikode,"Kalpetta (kerala)","Sonia Travels","A/C Semi Sleeper (2+2)",02:30,04:50,"02h 30m",3.8,400,39,private,AC,3-4
1126,Kerala,Kozhikode,"Kalpetta (kerala)","Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)",13:30,15:40,"02h 30m",3.2,800,19,private,AC,3-4
1127,Kerala,Kozhikode,"Kalpetta (kerala)","Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)",03:30,05:45,"02h 30m",3.2,500,25,private,AC,3-4
1128,Kerala,Kozhikode,"Kalpetta (kerala)","Sonia Travels","A/C Seater/Sleeper (2+1)",02:30,05:15,"02h 30m",3.8,450,40,private,AC,3-4
1129,Kerala,Kozhikode,"Kalpetta (kerala)","Sonia Travels","A/C Seater/Sleeper (2+1)",02:30,04:30,"02h 30m",3.8,450,40,private,AC,3-4
1130,Kerala,Kozhikode,"Kalpetta (kerala)","RAVINA TRAVELS","A/C Sleeper (2+1)",14:35,17:15,"02h 30m",3,1199,28,private,AC,3-4
1131,Kerala,Coimbatore,Ooty,"KSRTC (Kerala) - 900","Super Fast Non AC Seater (2+3)",11:00,14:15,"03h 15m",4,103,47,Government,"NON AC","4 above"
1132,Kerala,Coimbatore,Ooty,"KSRTC (Kerala) - 966","Super Fast Non AC Seater (2+3)",19:00,21:30,"03h 15m",3.3,103,43,Government,"NON AC",3-4
1133,Kerala,Coimbatore,Ooty,"KSRTC (Kerala) - 808","Super Fast Non AC Seater (2+3)",21:00,00:25,"03h 15m",4.4,103,50,Government,"NON AC","4 above"
1134,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 553","Super Deluxe Non AC Seater Air Bus (2+2)",00:10,01:25,"01h 15m",3.5,134,38,Government,"NON AC",3-4
1135,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 789","Super Fast Non AC Seater (2+3)",02:05,04:25,"01h 15m",3.5,473,49,Government,"NON AC",3-4
1136,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 51","Swift Deluxe Non AC Air Bus (2+2)",02:50,04:24,"01h 15m",3.5,145,34,Government,"NON AC",3-4
1137,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 1077","Super Fast Non AC Seater (2+3)",03:50,05:50,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1138,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 794","Super Fast Non AC Seater (2+3)",04:45,06:40,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1139,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 1586","Super Deluxe Non AC Seater Air Bus (2+2)",04:46,06:36,"01h 15m",3.5,145,37,Government,"NON AC",3-4
1140,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 1992","Super Fast Non AC Seater (2+3)",05:05,07:35,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1141,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 2006","Super Fast Non AC Seater (2+3)",06:15,08:35,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1142,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 761","Super Fast Non AC Seater (2+3)",06:40,08:45,"01h 15m",3.5,113,50,Government,"NON AC",3-4
1143,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 813","Super Fast Non AC Seater (2+3)",07:15,09:40,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1144,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 353","Super Fast Non AC Seater (2+3)",07:50,10:15,"01h 15m",3.5,111,49,Government,"NON AC",3-4
1145,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 713","Super Fast Non AC Seater (2+3)",07:55,10:45,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1146,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 822","Super Fast Non AC Seater (2+3)",08:05,10:45,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1147,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 773","Super Fast Non AC Seater (2+3)",08:50,10:55,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1148,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 893","Super Fast Non AC Seater (2+3)",09:40,12:10,"01h 15m",4.3,108,43,Government,"NON AC","4 above"
1149,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 991","Super Fast Non AC Seater (2+3)",10:05,12:50,"01h 15m",3.5,108,43,Government,"NON AC",3-4
1150,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 1023","Super Fast Non AC Seater (2+3)",10:05,12:40,"01h 15m",3.5,108,43,Government,"NON AC",3-4
1151,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 894","Super Fast Non AC Seater (2+3)",10:41,13:11,"01h 15m",3.5,108,43,Government,"NON AC",3-4
1152,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 820","Super Fast Non AC Seater (2+3)",11:00,12:55,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1153,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 596","Super Deluxe Non AC Seater Air Bus (2+2)",11:32,13:40,"01h 15m",2.7,129,39,Government,"NON AC",2-3
1154,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 427","Super Fast Non AC Seater (2+3)",12:05,13:55,"01h 15m",3.5,111,49,Government,"NON AC",3-4
1155,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 993","Super Fast Non AC Seater (2+3)",12:15,14:50,"01h 15m",3.5,108,43,Government,"NON AC",3-4
1156,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 933","Super Fast Non AC Seater (2+3)",12:40,15:10,"01h 15m",3.5,108,43,Government,"NON AC",3-4
1157,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 766","Super Fast Non AC Seater (2+3)",12:40,14:35,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1158,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 758","Super Fast Non AC Seater (2+3)",13:25,15:45,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1159,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 718","Super Fast Non AC Seater (2+3)",13:45,16:05,"01h 15m",3.5,111,49,Government,"NON AC",3-4
1160,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 323","Super Fast Non AC Seater (2+3)",15:30,17:25,"01h 15m",2.4,111,47,Government,"NON AC",2-3
1161,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 1164","Super Fast Non AC Seater (2+3)",16:05,18:35,"01h 15m",4.2,108,43,Government,"NON AC","4 above"
1162,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 48","Swift Deluxe Non AC Air Bus (2+2)",17:10,19:00,"01h 15m",3.8,145,39,Government,"NON AC",3-4
1163,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 814","Super Fast Non AC Seater (2+3)",17:15,19:15,"01h 15m",3.5,111,49,Government,"NON AC",3-4
1164,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 1129","Super Fast Non AC Seater (2+3)",17:31,20:16,"01h 15m",2.7,108,42,Government,"NON AC",2-3
1165,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 567","Super Deluxe Non AC Seater Air Bus (2+2)",18:01,20:40,"01h 15m",3.5,129,39,Government,"NON AC",3-4
1166,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 2206","Super Deluxe Non AC Seater Air Bus (2+2)",18:40,20:34,"01h 15m",3.5,134,37,Government,"NON AC",3-4
1167,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)",18:55,21:25,"01h 15m",3.5,145,39,Government,"NON AC",3-4
1168,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 815","Super Fast Non AC Seater (2+3)",19:20,21:10,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1169,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 1378","AC MULTI AXLE",19:20,20:50,"01h 15m",3.5,227,47,Government,AC,3-4
1170,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 1193","Super Fast Non AC Seater (2+3)",19:35,21:35,"01h 15m",3.5,108,49,Government,"NON AC",3-4
1171,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 2472","Garuda Premium",20:00,22:00,"01h 15m",3.5,1212,25,Government,AC,3-4
1172,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 44","Swift Deluxe Non AC Air Bus (2+2)",20:05,21:50,"01h 15m",3.5,145,41,Government,"NON AC",3-4
1173,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 781","Super Fast Non AC Seater (2+3)",20:20,22:45,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1174,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 1100","AC MULTI AXLE",20:30,22:05,"01h 15m",3.5,227,48,Government,AC,3-4
1175,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 409","Super Deluxe Non AC Seater Air Bus (2+2)",20:30,22:15,"01h 15m",3.5,145,38,Government,"NON AC",3-4
1176,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 582","Super Deluxe Non AC Seater Air Bus (2+2)",20:30,22:40,"01h 15m",3.5,129,38,Government,"NON AC",3-4
1177,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 560","Super Deluxe Non AC Seater Air Bus (2+2)",20:35,22:10,"01h 15m",3.5,134,39,Government,"NON AC",3-4
1178,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 798","Super Fast Non AC Seater (2+3)",20:50,23:00,"01h 15m",3.5,111,49,Government,"NON AC",3-4
1179,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 370","AC MULTI AXLE",20:55,22:20,"01h 15m",3.5,227,45,Government,AC,3-4
1180,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 129","SWIFT-GARUDA A/C SEATER BUS",21:05,22:50,"01h 15m",3.5,155,41,Government,AC,3-4
1181,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 673","Super Fast Non AC Seater (2+3)",21:10,23:25,"01h 15m",3.5,111,50,Government,"NON AC",3-4
1182,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 586","Super Deluxe Non AC Seater Air Bus (2+2)",21:15,22:50,"01h 15m",3.5,129,39,Government,"NON AC",3-4
1183,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 345","Super Fast Non AC Seater (2+3)",21:51,23:55,"01h 15m",3.5,108,49,Government,"NON AC",3-4
1184,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 407","Super Deluxe Non AC Seater Air Bus (2+2)",22:00,23:25,"01h 15m",3.5,145,39,Government,"NON AC",3-4
1185,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 793","Super Fast Non AC Seater (2+3)",22:05,00:00,"01h 15m",3.5,111,49,Government,"NON AC",3-4
1186,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 505","Super Deluxe Non AC Seater Air Bus (2+2)",22:25,23:59,"01h 15m",3,145,38,Government,"NON AC",3-4
1187,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 97","Swift Deluxe Non AC Air Bus (2+2)",22:31,00:50,"01h 15m",3.5,145,40,Government,"NON AC",3-4
1188,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 2072","Super Deluxe Non AC Seater Air Bus (2+2)",22:55,00:30,"01h 15m",3.5,145,37,Government,"NON AC",3-4
1189,Kerala,"Kalpetta (kerala)",Kozhikode,"KSRTC (Kerala) - 171","Swift Deluxe Non AC Air Bus (2+2)",23:30,01:20,"01h 15m",3.5,145,39,Government,"NON AC",3-4
1190,Kerala,"Kalpetta (kerala)",Kozhikode,"Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)",07:30,09:00,"01h 15m",4,500,40,private,AC,"4 above"
1191,Kerala,"Kalpetta (kerala)",Kozhikode,"Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)",06:32,09:00,"01h 15m",4.2,500,40,private,AC,"4 above"
1192,Kerala,"Kalpetta (kerala)",Kozhikode,"Cochin Express","A/C Sleeper (2+1)",22:30,23:59,"01h 15m",4,807,26,private,AC,"4 above"
1193,Kerala,"Kalpetta (kerala)",Kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)",22:25,23:59,"01h 15m",4,667,48,private,AC,"4 above"
1194,Kerala,"Kalpetta (kerala)",Kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)",22:25,23:59,"01h 15m",4,667,48,private,AC,"4 above"
1195,Kerala,"Kalpetta (kerala)",Kozhikode,"Cochin Express","A/C Sleeper (2+1)",22:30,23:59,"01h 15m",4,807,26,private,AC,"4 above"
1196,Kerala,"Kalpetta (kerala)",Kozhikode,"Sonia Travels","A/C Semi Sleeper (2+2)",20:45,23:40,"01h 15m",3.8,300,40,private,AC,3-4
1197,Kerala,"Kalpetta (kerala)",Kozhikode,"Sonia Travels","A/C Semi Sleeper (2+2)",21:30,23:40,"01h 15m",3.8,300,40,private,AC,3-4
1198,Kerala,"Kalpetta (kerala)",Kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)",21:00,23:30,"01h 15m",3.7,800,36,private,AC,3-4
1199,Kerala,"Kalpetta (kerala)",Kozhikode,"RAVINA TRAVELS","A/C Sleeper (2+1)",10:40,13:00,"01h 15m",3,1199,21,private,AC,3-4
1200,Kerala,"Kalpetta (kerala)",Kozhikode,"Cochin Express","A/C Seater Push Back (2+2)",22:30,23:55,"01h 15m",4,650,41,private,AC,"4 above"
1201,Kerala,"Kalpetta (kerala)",Kozhikode,"Cochin Express","A/C Seater Push Back (2+2)",22:30,23:55,"01h 15m",4,650,41,private,AC,"4 above"
1202,Kerala,"Kalpetta (kerala)",Kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)",19:25,23:29,"01h 15m",3.8,750,38,private,AC,3-4
1203,Kerala,"Kalpetta (kerala)",Kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)",21:30,23:29,"01h 15m",3.8,750,38,private,AC,3-4
4651,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 9887","RAJDHANI (A.C. Semi Sleeper)",00:10,06:20,"06h 10m",3.1,374,37,Government,AC,3-4
4652,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 1424","GARUDA PLUS (VOLVO / BENZ A.C Multi Axle)",00:20,06:10,"06h 10m",3.5,374,41,Government,AC,3-4
4653,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 31362","RAJDHANI (A.C. Semi Sleeper)",00:30,06:00,"06h 10m",3.3,374,37,Government,AC,3-4
4654,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 42162","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:10,07:20,"06h 10m",4.3,396,33,Government,AC,"4 above"
4655,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 30710","RAJDHANI (A.C. Semi Sleeper)",01:20,07:00,"06h 10m",4.1,374,37,Government,AC,"4 above"
4656,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 41510","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:30,07:10,"06h 10m",3.6,396,33,Government,AC,3-4
4657,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 42362","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:50,08:00,"06h 10m",4.3,396,33,Government,AC,"4 above"
4658,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 1590","RAJDHANI (A.C. Semi Sleeper)",02:00,07:40,"06h 10m",2.7,374,37,Government,AC,2-3
4659,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 30910","GARUDA PLUS (VOLVO / BENZ A.C Multi Axle)",02:15,07:55,"06h 10m",3.8,374,39,Government,AC,3-4
4660,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 41710","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:30,08:10,"06h 10m",3.2,396,33,Government,AC,3-4
4661,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 1571","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:40,08:45,"06h 10m",3.6,396,33,Government,AC,3-4
4662,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 42562","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:50,09:05,"06h 10m",3.4,396,33,Government,AC,3-4
4663,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 5966","RAJADHANI AC (CONVERTED METRO LUXURY)",03:20,09:25,"06h 10m",3.7,374,36,Government,AC,3-4
4664,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 42762","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30,09:40,"06h 10m",4,396,33,Government,AC,"4 above"
4665,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 41910","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:45,09:40,"06h 10m",2.8,396,33,Government,AC,2-3
4666,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 41931","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:10,09:10,"06h 10m",4.6,396,33,Government,AC,"4 above"
4667,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 7621","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:15,10:00,"06h 10m",4.5,396,31,Government,AC,"4 above"
4668,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 4074","RAJDHANI (A.C. Semi Sleeper)",04:20,10:00,"06h 10m",3.9,374,37,Government,AC,3-4
4669,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 42962","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,10:40,"06h 10m",2.6,396,33,Government,AC,2-3
4670,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 42110","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:50,11:10,"06h 10m",2.7,396,33,Government,AC,2-3
4671,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 1887","RAJDHANI (A.C. Semi Sleeper)",05:00,09:30,"06h 10m",3.3,374,37,Government,AC,3-4
4672,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 43162","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:10,11:20,"06h 10m",4,396,33,Government,AC,"4 above"
4673,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 43362","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:50,11:55,"06h 10m",3.9,396,33,Government,AC,3-4
4674,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 1549","RAJADHANI AC (CONVERTED METRO LUXURY)",06:00,11:40,"06h 10m",3,374,35,Government,AC,3-4
4675,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 40577","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,11:20,"06h 10m",2.7,396,29,Government,AC,2-3
4676,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 42131","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:10,12:10,"06h 10m",4.3,396,33,Government,AC,"4 above"
4677,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 2981","RAJADHANI AC (CONVERTED METRO LUXURY)",07:20,13:00,"06h 10m",2.1,374,36,Government,AC,2-3
4678,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 1596","RAJDHANI (A.C. Semi Sleeper)",07:40,12:15,"06h 10m",1.9,374,37,Government,AC,1-2
4679,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 7693","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,13:20,"06h 10m",3.6,396,31,Government,AC,3-4
4680,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 1650","RAJADHANI AC (CONVERTED METRO LUXURY)",08:20,14:00,"06h 10m",2,374,36,Government,AC,2-3
4681,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 31110","RAJDHANI (A.C. Semi Sleeper)",08:40,14:20,"06h 10m",3.9,374,37,Government,AC,3-4
4682,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 4076","RAJADHANI AC (CONVERTED METRO LUXURY)",09:00,14:45,"06h 10m",2.3,374,37,Government,AC,2-3
4683,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 17162",eGARUDA,09:00,15:10,"06h 10m",3.3,415,35,Government,AC,3-4
4684,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 1662","RAJDHANI (A.C. Semi Sleeper)",09:20,15:00,"06h 10m",2.6,374,37,Government,AC,2-3
4685,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 17962",eGARUDA,09:30,15:40,"06h 10m",3.7,415,35,Government,AC,3-4
4686,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 9923","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:50,16:00,"06h 10m",3.4,396,33,Government,AC,3-4
4687,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 9934","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:10,17:20,"06h 10m",3.9,396,33,Government,AC,3-4
4688,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 1892","RAJDHANI (A.C. Semi Sleeper)",10:20,16:15,"06h 10m",2.5,374,37,Government,AC,2-3
4689,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 1464","RAJDHANI (A.C. Semi Sleeper)",10:40,16:50,"06h 10m",2.1,374,37,Government,AC,2-3
4690,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 40131","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,13:35,"06h 10m",4.5,396,33,Government,AC,"4 above"
4691,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 2991","RAJDHANI (A.C. Semi Sleeper)",11:20,17:00,"06h 10m",2.4,374,37,Government,AC,2-3
4692,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 40177","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:40,16:20,"06h 10m",4.2,396,33,Government,AC,"4 above"
4693,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 1805","RAJADHANI AC (CONVERTED METRO LUXURY)",11:45,17:40,"06h 10m",3,374,36,Government,AC,3-4
4694,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 1582","RAJDHANI (A.C. Semi Sleeper)",12:10,16:40,"06h 10m",3.1,374,34,Government,AC,3-4
4695,"Andra Pradesh",Vijayawada,Hyderabad,"TSRTC - 40162","SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:20,18:30,"06h 10m",2.2,396,33,Government,AC,2-3
