ID,STATE,SOURCE,DESTINATION,BUS_NAME,BUS_TYPE,DEPARTING_TIME,ARRIVING_TIME,DURATION,STAR_RATING,PRICE,SEATS_AVAILABLE,BUS_CATEGORY,AC_TYPE,STAR_RANGE
1,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 581","Super Deluxe Non AC Seater Air Bus (2+2)",10:03,18:48,"08h 45m",4.1,469,27,Government,"NON AC","4 above"
2,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 52","SWIFT-GARUDA A/C SEATER BUS",12:01,19:55,"08h 45m",3.3,627,37,Government,AC,3-4
3,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 1378","AC MULTI AXLE",13:46,20:50,"08h 45m",2.6,729,46,Government,AC,2-3
4,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 129","SWIFT-GARUDA A/C SEATER BUS",14:15,22:50,"08h 45m",4.1,627,41,Government,AC,"4 above"
5,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 235","Swift Deluxe Non AC Air Bus (2+2)",15:00,00:01,"08h 45m",4.6,620,38,Government,"NON AC","4 above"
6,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 370","AC MULTI AXLE",15:25,22:20,"08h 45m",2.3,729,45,Government,AC,2-3
7,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 97","Swift Deluxe Non AC Air Bus (2+2)",16:02,00:50,"08h 45m",2.8,567,40,Government,"NON AC",2-3
8,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 171","Swift Deluxe Non AC Air Bus (2+2)",16:16,01:20,"08h 45m",4.7,640,39,Government,"NON AC","4 above"
9,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 553","Super Deluxe Non AC Seater Air Bus (2+2)",16:45,01:25,"08h 45m",1.9,640,38,Government,"NON AC",1-2
10,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 51","Swift Deluxe Non AC Air Bus (2+2)",19:04,04:24,"08h 45m",4.1,640,35,Government,"NON AC","4 above"
11,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 789","Super Fast Non AC Seater (2+3)",20:00,04:25,"08h 45m",3.6,473,48,Government,"NON AC",3-4
12,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 1585","Super Deluxe Non AC Seater Air Bus (2+2)",20:31,05:36,"08h 45m",4.2,640,39,Government,"NON AC","4 above"
13,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 1586","Super Deluxe Non AC Seater Air Bus (2+2)",21:31,06:36,"08h 45m",3.2,640,39,Government,"NON AC",3-4
14,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 2133","Swift Deluxe Non AC Air Bus (2+2)",22:12,07:36,"08h 45m",3.7,640,40,Government,"NON AC",3-4
15,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 2063","SWIFT-GARUDA A/C SEATER BUS",22:32,07:35,"08h 45m",4.2,627,30,Government,AC,"4 above"
16,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 574","Super Deluxe Non AC Seater Air Bus (2+2)",23:00,09:30,"08h 45m",3.7,469,38,Government,"NON AC",3-4
17,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 583","Super Deluxe Non AC Seater Air Bus (2+2)",23:30,09:35,"08h 45m",3.9,469,38,Government,"NON AC",3-4
18,Kerala,Bangalore,Kozhikode,"KSRTC (Kerala) - 56","SWIFT-GARUDA A/C SEATER BUS",23:41,09:05,"08h 45m",3.8,627,40,Government,AC,3-4
19,Kerala,Bangalore,Kozhikode,"MMK Travels","VE A/C Seater / Sleeper (2+1)",22:30,07:30,"08h 45m",4.5,700,24,private,AC,"4 above"
20,Kerala,Bangalore,Kozhikode,"Silver Line Travels","NON A/C Semi Sleeper (2+2)",22:00,06:10,"08h 45m",4.5,699,40,private,AC,"4 above"
21,Kerala,Bangalore,Kozhikode,"Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)",23:00,09:00,"08h 45m",4.3,599,39,private,AC,"4 above"
22,Kerala,Bangalore,Kozhikode,"NS Transports","VE A/C Sleeper (2+1)",22:45,07:30,"08h 45m",4.1,1045,36,private,AC,"4 above"
23,Kerala,Bangalore,Kozhikode,"DLT BUS","A/C Sleeper (2+1)",22:30,07:30,"08h 45m",4,1099,22,private,AC,"4 above"
24,Kerala,Bangalore,Kozhikode,"P K Travels","A/C Sleeper (2+1)",18:45,06:30,"08h 45m",4.2,1100,28,private,AC,"4 above"
25,Kerala,Bangalore,Kozhikode,"SAAM BUS","Bharat Benz A/C Sleeper (2+1)",20:10,06:45,"08h 45m",4.4,785,30,private,AC,"4 above"
26,Kerala,Bangalore,Kozhikode,"Suraj Holidays","VE A/C Sleeper (2+1)",22:30,07:30,"08h 45m",3.9,950,26,private,AC,3-4
27,Kerala,Bangalore,Kozhikode,"NS Transports","Non A/C Seater / Sleeper (2+1)",22:15,06:30,"08h 45m",4,760,37,private,"NON AC","4 above"
28,Kerala,Bangalore,Kozhikode,"NS Transports","Non A/C Seater / Sleeper (2+1)",21:45,06:10,"08h 45m",4.2,760,42,private,"NON AC","4 above"
29,Kerala,Bangalore,Kozhikode,"National travels and logistics","NON A/C Sleeper (2+1)",22:45,06:30,"08h 45m",3.8,699,22,private,AC,3-4
30,Kerala,Bangalore,Kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)",22:00,07:05,"08h 45m",3.8,999,22,private,AC,3-4
31,Kerala,Bangalore,Kozhikode,"SKS Tourist Corporation (REGD)","A/C Sleeper (2+1)",21:00,05:30,"08h 45m",3.8,899,22,private,AC,3-4
32,Kerala,Bangalore,Kozhikode,"P K Travels","A/C Sleeper (2+1)",21:45,06:30,"08h 45m",3.5,1100,26,private,AC,3-4
33,Kerala,Bangalore,Kozhikode,"DA Transports","A/C Sleeper (2+1)",21:45,07:00,"08h 45m",3.4,700,29,private,AC,3-4
34,Kerala,Bangalore,Kozhikode,"A1 Travels","Non A/C Seater / Sleeper (2+1)",21:00,06:45,"08h 45m",3.4,600,39,private,"NON AC",3-4
35,Kerala,Bangalore,Kozhikode,"SURAJ TRAVEL HOUSE","VE A/C Seater / Sleeper (2+1)",21:00,07:30,"08h 45m",3.7,700,36,private,AC,3-4
36,Kerala,Bangalore,Kozhikode,"Kalpaka Travels","NON A/C Semi Sleeper (2+2)",22:00,06:30,"08h 45m",3.2,800,32,private,AC,3-4
37,Kerala,Bangalore,Kozhikode,"SRS Travels","A/C Sleeper (2+1)",21:45,06:40,"08h 45m",2.3,930,30,private,AC,2-3
38,Kerala,Bangalore,Kozhikode,"A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)",19:45,05:45,"08h 45m",3.3,950,42,private,AC,3-4
39,Kerala,Bangalore,Kozhikode,"RAVINA TRAVELS","A/C Sleeper (2+1)",05:00,13:00,"08h 45m",3.7,1079,20,private,AC,3-4
40,Kerala,Bangalore,Kozhikode,"Bharathi Travels","A/C Sleeper (2+1)",23:45,08:00,"08h 45m",2.2,890,21,private,AC,2-3
41,Kerala,Bangalore,Kozhikode,"SKS Tours & Travels","A/C Sleeper (2+1)",21:15,05:40,"08h 45m",4.3,899,27,private,AC,"4 above"
42,Kerala,Bangalore,Kozhikode,"NS Transports","NON A/C Sleeper (2+1)",22:30,06:45,"08h 45m",4.1,854,33,private,AC,"4 above"
43,Kerala,Bangalore,Kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)",03:00,10:20,"08h 45m",3.8,1500,23,private,AC,3-4
44,Kerala,Bangalore,Kozhikode,"P K Travels","Non A/C Seater / Sleeper (2+1)",19:15,05:15,"08h 45m",3.5,799,26,private,"NON AC",3-4
45,Kerala,Bangalore,Kozhikode,"Suraj Holidays","NON AC Seater / Sleeper 2+1",20:30,06:00,"08h 45m",3.4,750,28,private,AC,3-4
46,Kerala,Bangalore,Kozhikode,"Orange Tours And Travels","Bharat Benz A/C Sleeper (2+1)",02:30,10:00,"08h 45m",2.5,1500,30,private,AC,2-3
47,Kerala,Bangalore,Kozhikode,"A1 Travels","A/C Seater / Sleeper (2+1)",21:45,07:00,"08h 45m",1.8,800,43,private,AC,1-2
48,Kerala,Bangalore,Kozhikode,"Vijay Lines","A/C Seater / Sleeper (2+1)",22:20,07:00,"08h 45m",1,999,40,private,AC,1-2
49,Kerala,Bangalore,Kozhikode,"Bharathi Travels","A/C Sleeper (2+1)",02:30,10:00,"08h 45m",2.1,1490,32,private,AC,2-3
50,Kerala,Bangalore,Kozhikode,"National travels and logistics","A/C Sleeper (2+1)",22:45,07:15,"08h 45m",3.7,2290,32,private,AC,3-4
51,Kerala,Bangalore,Kozhikode,"Vijay Lines","A/C Seater / Sleeper (2+1)",20:45,07:30,"08h 45m",1,5000,40,private,AC,1-2
52,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 1029","Super Fast Non AC Seater (2+3)",00:00,05:35,"05h 35m",3.2,269,50,Government,"NON AC",3-4
53,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 2518","Swift Deluxe Non AC Air Bus (2+2)",00:11,04:54,"05h 35m",3.2,309,41,Government,"NON AC",3-4
54,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 2368","Low Floor AC Seater 2+2",00:30,05:49,"05h 35m",3.2,383,31,Government,AC,3-4
55,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 2072","Super Deluxe Non AC Seater Air Bus (2+2)",00:30,04:50,"05h 35m",3.2,268,34,Government,"NON AC",3-4
56,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 698","Super Fast Non AC Seater (2+3)",00:45,05:39,"05h 35m",2.2,230,47,Government,"NON AC",2-3
57,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 553","Super Deluxe Non AC Seater Air Bus (2+2)",01:25,05:30,"05h 35m",3.2,309,38,Government,"NON AC",3-4
58,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 1998","Swift Deluxe Non AC Air Bus (2+2)",01:40,06:00,"05h 35m",3.2,278,31,Government,"NON AC",3-4
59,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 1850","Low Floor AC Seater 2+2",02:30,07:49,"05h 35m",2.2,383,27,Government,AC,2-3
60,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 2370","Low Floor AC Seater 2+2",04:30,10:14,"05h 35m",5,383,31,Government,AC,"4 above"
61,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 75","Swift Deluxe Non AC Air Bus (2+2)",04:42,09:21,"05h 35m",3.2,309,40,Government,"NON AC",3-4
62,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 1865","Low Floor AC Seater 2+2",06:30,12:15,"05h 35m",4.6,383,31,Government,AC,"4 above"
63,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 794","Super Fast Non AC Seater (2+3)",06:40,12:30,"05h 35m",3.2,269,50,Government,"NON AC",3-4
64,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 2710","Super Fast Non AC Seater (2+3)",07:20,13:06,"05h 35m",3.2,269,50,Government,"NON AC",3-4
65,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 1870","Low Floor AC Seater 2+2",08:30,14:14,"05h 35m",3.2,383,29,Government,AC,3-4
66,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 764","Super Fast Non AC Seater (2+3)",09:00,14:30,"05h 35m",3.2,269,50,Government,"NON AC",3-4
67,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 671","Super Fast Non AC Seater (2+3)",09:10,14:01,"05h 35m",2.8,230,50,Government,"NON AC",2-3
68,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 2571","Super Fast Non AC Seater (2+3)",09:30,15:55,"05h 35m",3.2,261,43,Government,"NON AC",3-4
69,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 721","Super Fast Non AC Seater (2+3)",09:35,15:10,"05h 35m",3.2,269,50,Government,"NON AC",3-4
70,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 2567","Super Fast Non AC Seater (2+3)",10:05,16:30,"05h 35m",3.2,261,43,Government,"NON AC",3-4
71,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 353","Super Fast Non AC Seater (2+3)",10:15,16:00,"05h 35m",3.2,269,49,Government,"NON AC",3-4
72,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 2371","Low Floor AC Seater 2+2",10:30,15:49,"05h 35m",3.2,383,29,Government,AC,3-4
73,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 773","Super Fast Non AC Seater (2+3)",10:55,16:20,"05h 35m",3.2,269,50,Government,"NON AC",3-4
74,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 1884","Low Floor AC Seater 2+2",12:30,18:19,"05h 35m",3.8,383,31,Government,AC,3-4
75,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 256","Super Fast Non AC Seater (2+3)",13:30,18:36,"05h 35m",1.5,230,49,Government,"NON AC",1-2
76,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 596","Super Deluxe Non AC Seater Air Bus (2+2)",13:40,18:40,"05h 35m",1.9,293,39,Government,"NON AC",1-2
77,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 2718","Super Fast Non AC Seater (2+3)",13:50,20:00,"05h 35m",3.2,209,43,Government,"NON AC",3-4
78,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 427","Super Fast Non AC Seater (2+3)",13:55,20:20,"05h 35m",3.2,269,49,Government,"NON AC",3-4
79,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 2369","Low Floor AC Seater 2+2",14:30,20:14,"05h 35m",2.8,383,31,Government,AC,2-3
80,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 720","Super Fast Non AC Seater (2+3)",15:40,21:15,"05h 35m",1.8,269,50,Government,"NON AC",1-2
81,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 1883","Low Floor AC Seater 2+2",16:30,22:09,"05h 35m",3.5,383,31,Government,AC,3-4
82,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 323","Super Fast Non AC Seater (2+3)",17:25,22:40,"05h 35m",3.2,269,47,Government,"NON AC",3-4
83,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 503","Super Deluxe Non AC Seater Air Bus (2+2)",17:42,22:00,"05h 35m",3.7,309,39,Government,"NON AC",3-4
84,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 556","Super Deluxe Non AC Seater Air Bus (2+2)",18:00,22:50,"05h 35m",1.7,309,39,Government,"NON AC",1-2
85,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 1872","Low Floor AC Seater 2+2",18:30,23:44,"05h 35m",3.6,383,31,Government,AC,3-4
86,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 467","Super Deluxe Non AC Seater Air Bus (2+2)",19:55,00:35,"05h 35m",1.2,309,38,Government,"NON AC",1-2
87,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 564","Super Deluxe Non AC Seater Air Bus (2+2)",20:12,00:51,"05h 35m",4.1,309,38,Government,"NON AC","4 above"
88,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 46","Swift Deluxe Non AC Air Bus (2+2)",20:25,01:01,"05h 35m",3.2,309,39,Government,"NON AC",3-4
89,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 2393","Low Floor AC Seater 2+2",20:30,01:44,"05h 35m",3.2,383,31,Government,AC,3-4
90,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 827","Super Fast Non AC Seater (2+3)",21:00,02:35,"05h 35m",3.6,269,50,Government,"NON AC",3-4
91,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 531","Super Deluxe Non AC Seater Air Bus (2+2)",21:15,01:10,"05h 35m",3.3,309,37,Government,"NON AC",3-4
92,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)",21:25,02:05,"05h 35m",3.2,309,38,Government,"NON AC",3-4
93,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 1212","AC MULTI AXLE",22:00,02:26,"05h 35m",3.7,494,47,Government,AC,3-4
94,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 700","Super Fast Non AC Seater (2+3)",22:15,03:49,"05h 35m",2.7,255,50,Government,"NON AC",2-3
95,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 370","AC MULTI AXLE",22:20,03:15,"05h 35m",1.9,494,45,Government,AC,1-2
96,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 666","Super Fast Non AC Seater (2+3)",22:25,04:19,"05h 35m",3.2,269,50,Government,"NON AC",3-4
97,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 1841","Low Floor AC Seater 2+2",22:30,03:40,"05h 35m",3,383,30,Government,AC,3-4
98,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 1704","Super Fast Non AC Seater (2+3)",22:40,03:50,"05h 35m",3.2,255,53,Government,"NON AC",3-4
99,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 582","Super Deluxe Non AC Seater Air Bus (2+2)",22:40,03:40,"05h 35m",3.2,288,35,Government,"NON AC",3-4
100,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 1011","Super Fast Non AC Seater (2+3)",23:00,04:30,"05h 35m",3.2,261,41,Government,"NON AC",3-4
101,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 279","Super Fast Non AC Seater (2+3)",23:05,04:40,"05h 35m",3.8,269,49,Government,"NON AC",3-4
102,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 426","Super Deluxe Non AC Seater Air Bus (2+2)",23:15,03:05,"05h 35m",3.1,268,38,Government,"NON AC",3-4
103,Kerala,Kozhikode,Ernakulam,"KSRTC (Kerala) - 407","Super Deluxe Non AC Seater Air Bus (2+2)",23:25,03:55,"05h 35m",3.2,299,38,Government,"NON AC",3-4
104,Kerala,Kozhikode,Ernakulam,"Madhavi Travels","A/C Semi Sleeper (2+2)",00:15,06:15,"05h 35m",4.1,609,30,private,AC,"4 above"
105,Kerala,Kozhikode,Ernakulam,"Surya Connect","Bharat Benz A/C Sleeper (2+1)",00:20,05:40,"05h 35m",4.7,850,30,private,AC,"4 above"
106,Kerala,Kozhikode,Ernakulam,"Madhavi Travels","A/C Sleeper (2+1)",00:25,06:10,"05h 35m",4.1,899,23,private,AC,"4 above"
107,Kerala,Kozhikode,Ernakulam,"UFO Bus","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)",00:30,05:30,"05h 35m",4.1,612,47,private,AC,"4 above"
108,Kerala,Kozhikode,Ernakulam,"Sheraton Tours and Travels","A/C Seater/Sleeper (2+1)",01:45,06:30,"05h 35m",4.2,480,48,private,AC,"4 above"
109,Kerala,Kozhikode,Ernakulam,"A1 Travels","NON A/C Semi Sleeper (2+2)",21:00,01:30,"05h 35m",3.7,450,36,private,AC,3-4
110,Kerala,Kozhikode,Ernakulam,"EMERALD TRAVELS","Bharat Benz A/C Semi Sleeper (2+2)",21:56,02:40,"05h 35m",3.8,700,37,private,AC,3-4
111,Kerala,Kozhikode,Ernakulam,"BLM Transports","A/C Sleeper (2+1)",22:00,02:45,"05h 35m",3.9,903,28,private,AC,3-4
112,Kerala,Kozhikode,Ernakulam,"A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)",22:15,01:45,"05h 35m",3.1,800,43,private,AC,3-4
113,Kerala,Kozhikode,Ernakulam,"A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)",22:30,01:29,"05h 35m",3.6,900,42,private,AC,3-4
114,Kerala,Kozhikode,Ernakulam,"Sonia Travels","A/C Seater/Sleeper (2+1)",23:30,04:29,"05h 35m",4.2,700,38,private,AC,"4 above"
115,Kerala,Kozhikode,Ernakulam,"Sonia Travels","A/C Semi Sleeper (2+2)",23:45,03:30,"05h 35m",4.2,600,40,private,AC,"4 above"
116,Kerala,Kozhikode,Ernakulam,"Surya Connect","Volvo A/C Semi Sleeper (2+2)",23:55,05:15,"05h 35m",4.7,630,31,private,AC,"4 above"
117,Kerala,Kozhikode,Ernakulam,"Cochin Express","A/C Seater Push Back (2+2)",23:55,05:45,"05h 35m",3.9,650,41,private,AC,3-4
118,Kerala,Kozhikode,Ernakulam,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)",23:59,06:15,"05h 35m",3.6,667,48,private,AC,3-4
119,Kerala,Kozhikode,Ernakulam,"Kalpaka Travels 1","A/C Sleeper (2+1)",23:59,06:00,"05h 35m",3.5,800,27,private,AC,3-4
120,Kerala,Kozhikode,Ernakulam,"Cochin Express","A/C Sleeper (2+1)",23:59,05:45,"05h 35m",4.1,807,26,private,AC,"4 above"
121,Kerala,Kozhikode,Ernakulam,"Ubc travels","A/C Semi Sleeper (2+2)",00:25,04:40,"05h 35m",2.8,700,41,private,AC,2-3
122,Kerala,Kozhikode,Ernakulam,"Madhavi Travels","A/C Semi Sleeper (2+2)",00:45,06:45,"05h 35m",2.4,599,36,private,AC,2-3
123,Kerala,Kozhikode,Ernakulam,"Ubc travels","A/C Seater/Sleeper (2+1)",01:45,05:40,"05h 35m",2.8,900,48,private,AC,2-3
124,Kerala,Kozhikode,Ernakulam,"Murahara Travels","Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2)",02:45,07:00,"05h 35m",2.6,950,36,private,AC,2-3
125,Kerala,Kozhikode,Ernakulam,"A1 Travels","A/C Seater / Sleeper (2+1)",20:05,23:59,"05h 35m",2.7,700,42,private,AC,2-3
126,Kerala,Kozhikode,Ernakulam,"Shajees Motors","A/C Semi Sleeper (2+2)",22:30,03:05,"05h 35m",2.6,630,34,private,AC,2-3
127,Kerala,Kozhikode,Ernakulam,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)",23:15,03:10,"05h 35m",1.8,850,24,private,AC,1-2
128,Kerala,Kozhikode,Ernakulam,"Arya Travels","A/C Sleeper (2+1)",23:59,05:30,"05h 35m",2.9,949,23,private,AC,2-3
129,Kerala,Kozhikode,Ernakulam,"Kalpaka Travels 1","A/C Semi Sleeper (2+2)",23:59,05:00,"05h 35m",2.4,600,35,private,AC,2-3
130,Kerala,Kozhikode,Ernakulam,"Arya Travels","Volvo Multi-Axle A/C Semi Sleeper (2+2)",23:59,05:00,"05h 35m",2.7,849,5,private,AC,2-3
131,Kerala,Kozhikode,Ernakulam,"Arya Travels","Volvo A/C Semi Sleeper (2+2)",23:59,05:30,"05h 35m",2.9,899,33,private,AC,2-3
132,Kerala,Kozhikode,Ernakulam,"Adrin Travels","A/C Seater/Sleeper (2+1)",01:20,05:50,"05h 35m",4.6,1000,40,private,AC,"4 above"
133,Kerala,Kozhikode,Ernakulam,"Madhavi Travels","A/C Sleeper (2+1)",01:30,06:00,"05h 35m",3.9,999,31,private,AC,3-4
134,Kerala,Kozhikode,Ernakulam,"Madhavi Travels","A/C Sleeper (2+1)",22:20,02:35,"05h 35m",3.9,999,25,private,AC,3-4
135,Kerala,Kozhikode,Ernakulam,"A1 Travels","Bharat Benz A/C Sleeper (2+1)",23:30,03:15,"05h 35m",3.1,1200,36,private,AC,3-4
136,Kerala,Kozhikode,Ernakulam,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)",01:00,05:00,"05h 35m",2.3,1000,25,private,AC,2-3
137,Kerala,Kozhikode,Ernakulam,"LIYAS TOURS","Bharat Benz A/C Sleeper (2+1)",23:05,03:15,"05h 35m",2.8,1099,29,private,AC,2-3
138,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 1377","AC MULTI AXLE",01:10,08:15,"07h 05m",2.1,729,38,Government,AC,2-3
139,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 368","AC MULTI AXLE",03:05,10:08,"07h 05m",2.6,729,38,Government,AC,2-3
140,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 788","Super Fast Non AC Seater (2+3)",07:00,16:00,"07h 05m",4.5,432,43,Government,"NON AC","4 above"
141,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 2132","Swift Deluxe Non AC Air Bus (2+2)",07:32,16:29,"07h 05m",3.3,567,35,Government,"NON AC",3-4
142,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 580","Super Deluxe Non AC Seater Air Bus (2+2)",08:06,16:36,"07h 05m",3.5,469,32,Government,"NON AC",3-4
143,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 53","SWIFT-GARUDA A/C SEATER BUS",08:29,16:20,"07h 05m",3.6,627,34,Government,AC,3-4
144,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 579","Super Deluxe Non AC Seater Air Bus (2+2)",10:00,18:30,"07h 05m",2.9,469,38,Government,"NON AC",2-3
145,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 55","SWIFT-GARUDA A/C SEATER BUS",12:02,19:55,"07h 05m",3.5,627,39,Government,AC,3-4
146,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 805","Super Fast Non AC Seater (2+3)",13:32,22:32,"07h 05m",4,432,50,Government,"NON AC","4 above"
147,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 578","Super Deluxe Non AC Seater Air Bus (2+2)",18:00,04:00,"07h 05m",3.6,513,36,Government,"NON AC",3-4
148,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 72","SWIFT-GARUDA A/C SEATER BUS",19:00,03:35,"07h 05m",3.4,688,38,Government,AC,3-4
149,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 1583","Super Deluxe Non AC Seater Air Bus (2+2)",20:02,05:21,"07h 05m",3.7,640,36,Government,"NON AC",3-4
150,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 234","Swift Deluxe Non AC Air Bus (2+2)",21:00,06:00,"07h 05m",4,620,24,Government,"NON AC","4 above"
151,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 1584","Super Deluxe Non AC Seater Air Bus (2+2)",21:29,06:38,"07h 05m",3.8,640,38,Government,"NON AC",3-4
152,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 50","Swift Deluxe Non AC Air Bus (2+2)",22:06,06:41,"07h 05m",3.5,640,36,Government,"NON AC",3-4
153,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 549","Super Deluxe Non AC Seater Air Bus (2+2)",22:15,06:13,"07h 05m",1.8,640,37,Government,"NON AC",1-2
154,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 96","Swift Deluxe Non AC Air Bus (2+2)",23:05,07:30,"07h 05m",3.4,567,37,Government,"NON AC",3-4
155,Kerala,Kozhikode,Bangalore,"KSRTC (Kerala) - 170","Swift Deluxe Non AC Air Bus (2+2)",23:50,06:40,"07h 05m",2.6,567,38,Government,"NON AC",2-3
156,Kerala,Kozhikode,Bangalore,"MMK Travels","VE A/C Seater / Sleeper (2+1)",21:30,06:00,"07h 05m",4.4,700,24,private,AC,"4 above"
157,Kerala,Kozhikode,Bangalore,"Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)",12:15,21:00,"07h 05m",4.4,799,34,private,AC,"4 above"
158,Kerala,Kozhikode,Bangalore,"NS Transports","Non A/C Seater / Sleeper (2+1)",20:30,06:35,"07h 05m",4.2,760,41,private,"NON AC","4 above"
